,epoch,iters,G_L1,G_GAN,G_total,D_loss,time,random_seed
3,122,400,13.247754096984863,2.5410029888153076,15.78875732421875,0.4614199995994568,0 days 03:25:43.028782000,9678
0,123,100,14.62067985534668,2.297067642211914,16.917747497558594,0.2047845870256424,0 days 03:26:07.014765000,9678
1,123,200,13.490716934204102,1.4018474817276,14.89256477355957,0.29857301712036133,0 days 03:26:29.739231000,9678
2,123,300,16.23297691345215,2.0845019817352295,18.31747817993164,0.23616719245910645,0 days 03:26:52.389873000,9678
3,123,400,18.22574234008789,2.696669101715088,20.92241096496582,0.2834520637989044,0 days 03:27:15.294506000,9678
0,124,100,13.688789367675781,1.8604817390441895,15.549270629882812,0.3687189221382141,0 days 03:27:39.225921000,9678
1,124,200,10.916199684143066,1.0966684818267822,12.01286792755127,0.7366569638252258,0 days 03:28:02.064084000,9678
2,124,300,11.698731422424316,2.213487386703491,13.912219047546387,0.28225064277648926,0 days 03:28:24.914598000,9678
3,124,400,17.095256805419922,3.1490721702575684,20.24432945251465,0.47999632358551025,0 days 03:28:47.802126000,9678
0,125,100,8.383316040039062,2.323718547821045,10.707035064697266,0.5736246109008789,0 days 03:29:11.626739000,9678
1,125,200,13.05722427368164,1.1345962285995483,14.19182014465332,0.3763713836669922,0 days 03:29:35.325404000,9678
2,125,300,17.26492691040039,3.3226029872894287,20.5875301361084,0.27237001061439514,0 days 03:29:59.243679000,9678
3,125,400,8.56269359588623,2.0002329349517822,10.562926292419434,0.4494085907936096,0 days 03:30:23.164311000,9678
0,126,100,13.398247718811035,2.5619163513183594,15.960164070129395,0.1657131165266037,0 days 03:30:47.904933000,9678
1,126,200,12.872679710388184,1.7502458095550537,14.622925758361816,0.62969970703125,0 days 03:31:10.696944000,9678
2,126,300,13.0580472946167,2.51254940032959,15.570596694946289,0.20563188195228577,0 days 03:31:33.568953000,9678
3,126,400,13.254886627197266,2.000030994415283,15.25491714477539,0.49242550134658813,0 days 03:31:56.070656000,9678
0,127,100,13.923914909362793,2.219966173171997,16.14388084411621,0.4588155448436737,0 days 03:32:20.009854000,9678
1,127,200,12.185480117797852,1.5770782232284546,13.762557983398438,0.35186854004859924,0 days 03:32:42.861933000,9678
2,127,300,19.816606521606445,1.5012986660003662,21.31790542602539,0.2592729330062866,0 days 03:33:07.310113000,9678
3,127,400,11.841056823730469,1.9584293365478516,13.79948616027832,0.5811316967010498,0 days 03:33:30.641430000,9678
